precision	_samples	_average _epoch total (real s)	_median _epoch total (real s)	_siqr _epoch total (real s)	_q_lower _epoch total (real s)	_q_upper _epoch total (real s)	_min _epoch total (real s)	_max _epoch total (real s)	_average _epoch total (s)	_median _epoch total (s)	_siqr _epoch total (s)	_q_lower _epoch total (s)	_q_upper _epoch total (s)	_min _epoch total (s)	_max _epoch total (s)	_average policy type=max_prob_output vars=s_bday-s_byear param=999/1	_median policy type=max_prob_output vars=s_bday-s_byear param=999/1	_siqr policy type=max_prob_output vars=s_bday-s_byear param=999/1	_q_lower policy type=max_prob_output vars=s_bday-s_byear param=999/1	_q_upper policy type=max_prob_output vars=s_bday-s_byear param=999/1	_min policy type=max_prob_output vars=s_bday-s_byear param=999/1	_max policy type=max_prob_output vars=s_bday-s_byear param=999/1
0	20	0.96305665969965	0.7442903518685	0.025827527046	0.7228569984445	0.7745120525365	0.710811853409	2.68147993088	0.661287000001	0.656387000001	0.00420700000000002	0.653493000001	0.661907000001	0.650626000001	0.692195000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
1	20	1.14321012497155	0.7134330272675	0.48655664920875	0.6822980642325	1.65541136265	0.673721790314	2.63099694253	0.626740150001	0.620988500001	0.00977149999999999	0.618314000001	0.637857000001	0.613623000001	0.651151000001	1	1	0	1	1	1.	1.
2	20	0.7484661102304	0.6879775524145	0.01952743530275	0.681710004807	0.7207648754125	0.672702074051	1.64250397683	0.619477250001	0.619051000001	0.00308275000000002	0.615353500001	0.621519000001	0.612168000001	0.639009000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
3	20	0.92465312481	0.743934988976	0.01626074314125	0.7305519580845	0.763073444367	0.719646930695	2.57610702515	0.660518500001	0.657802000001	0.00410499999999991	0.655864000001	0.664074000001	0.647174000001	0.686531000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
4	20	0.99387320280175	0.7449998855595	0.0219472646715	0.7313795089725	0.7752740383155	0.722568035126	2.40688109398	0.661672650001	0.658721000001	0.00443150000000003	0.655353500001	0.664216500001	0.649791000001	0.688767000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
5	20	1.1869928836842	0.7395833730705	0.54898798466025	0.7246254682545	1.822601437575	0.715909957886	2.44487905503	0.662701400001	0.656956000001	0.011593	0.653155500001	0.676341500001	0.648436000001	0.691290000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
6	20	1.24399640560345	0.744218945504	0.60503000021025	0.7238125801095	1.93387258053	0.717113971711	3.4874200821	0.665709900001	0.659710000001	0.0125729999999999	0.654040000001	0.679186000001	0.652307000001	0.704823000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
7	20	0.7970894575126	0.734214186669	0.0153217315675	0.7253019809725	0.7559454441075	0.721575975419	1.82545113564	0.660768000001	0.660732000001	0.00347099999999995	0.656450000001	0.663392000001	0.653772000001	0.678128000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
8	20	0.9036733746538	0.7368971109395	0.04479652643225	0.7317484617235	0.821341514588	0.717295169831	2.70598602295	0.660356850001	0.658736500001	0.00336074999999997	0.655485500001	0.662207000001	0.652143000001	0.685845000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
9	20	1.08329782486085	0.7471204996115	0.05936855077725	0.731829881669	0.8505669832235	0.711020946503	2.49405193329	0.663766250001	0.660167500001	0.00609974999999996	0.655209500001	0.667409000001	0.651467000001	0.688459000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
10	20	1.0244493842146	0.7315440177925	0.038706302643	0.7255649566655	0.8029775619515	0.717040061951	2.40027785302	0.662082250001	0.657704000001	0.00487424999999997	0.653860500001	0.663609000001	0.651661000001	0.685792000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
15	20	1.13389412164945	0.7706124782565	0.48012304306325	0.7342050075535	1.69445109368	0.721066951752	2.4396288395	0.664400000001	0.659332000001	0.00924999999999998	0.655863500001	0.674363500001	0.651062000001	0.690066000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
20	20	0.99600924253635	0.7450879812245	0.0543622374535	0.73300254345	0.841727018357	0.717514038086	2.64408993722	0.662997350001	0.659906000001	0.00551225	0.655419000001	0.666443500001	0.651203000001	0.690181000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
25	20	1.0488954782502	0.750340938569	0.20283997058975	0.7282810211185	1.133960962298	0.713145971299	2.33211684227	0.662766450001	0.660163000001	0.00481124999999999	0.656018000001	0.665640500001	0.650160000001	0.688778000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
30	20	1.0322051644341	0.7359501123435	0.02170026302325	0.7273924350745	0.770792961121	0.716663837433	3.82593488694	0.662173550001	0.659706500001	0.00299625000000003	0.654878500001	0.660871000001	0.652117000001	0.707639000001	0.00386100386101	0.00386100386101	0	0.00386100386101	0.00386100386101	0.00386100386101	0.00386100386101
