_epoch #	policy type=max_prob_output vars=s_bday-s_byear param=999/1	memoize maximize fault	memoize maximize hit	memoize count fault	memoize count hit	latte constraints max	latte constraints total	latte maximize constraints max	latte maximize constraints total	latte count constraints max	latte count constraints total	query (s)	simplify (s)	latte maximize (s)	latte count (s)	_epoch (s)	query (real s)	simplify (real s)	latte maximize (real s)	latte count (real s)	_epoch (real s)	query total (s)	simplify total (s)	latte maximize total (s)	latte count total (s)	_epoch total (s)	query total (real s)	simplify total (real s)	latte maximize total (real s)	latte count total (real s)	_epoch total (real s)	precision
2	1.	0	0	0	0	0	0	0	0	0	0	0.505501000001	0.00260800000001	0.	0.	0.505509000001	0.505548954011	0.00260663032532	0.	0.	0.505555868149	0.516001000001	0.00264300000001	0.	0.	0.520647000001	0.516051054001	0.00262999534607	0.	0.	0.520691633225	3
2	1.	0	0	0	0	0	0	0	0	0	0	0.522302000001	0.002689	0.	0.	0.522313000001	0.52244091034	0.00268602371216	0.	0.	0.522449970246	0.534071000001	0.002721	0.	0.	0.538749000001	0.534224987031	0.00270915031434	0.	0.	0.538895845414	7
2	1.	0	0	0	0	0	0	0	0	0	0	0.522780000001	0.002899	0.	0.	0.522791000001	0.522783041001	0.00289821624756	0.	0.	0.522791147233	0.532939000001	0.002933	0.	0.	0.537496000001	0.532944202424	0.00292205810547	0.	0.	0.537492990494	8
2	0.00140273533391	0	0	0	0	0	0	0	0	0	0	0.505728000001	0.00275200000001	0.	0.	0.505737000001	0.505728960038	0.00275158882142	0.	0.	0.505736112595	0.516210000001	0.00278500000001	0.	0.	0.520802000001	0.516213178635	0.00277900695801	0.	0.	0.520799160004	5
2	0.00730854782333	0	0	0	0	0	0	0	0	0	0	0.533501000001	0.00278600000001	0.	0.	0.533512000001	0.533502101899	0.00278282165528	0.	0.	0.533509969712	0.544411000001	0.00281400000001	0.	0.	0.549120000001	0.544411182404	0.00280523300171	0.	0.	0.549116134644	8
2	1.	0	0	0	0	0	0	0	0	0	0	0.513558000001	0.002706	0.	0.	0.513567000001	0.513640880585	0.00270318984986	0.	0.	0.513648986817	0.524023000001	0.002738	0.	0.	0.528615000001	0.524106979371	0.00272822380066	0.	0.	0.528692007065	7
2	1.	0	0	0	0	0	0	0	0	0	0	0.512254000001	0.00282100000001	0.	0.	0.512264000001	0.512256860734	0.00281882286072	0.	0.	0.512264013291	0.522264000001	0.00285100000001	0.	0.	0.526574000001	0.5222697258	0.00284266471863	0.	0.	0.526573181153	7
2	1.	0	0	0	0	0	0	0	0	0	0	0.492417000001	0.002641	0.	0.	0.492425000001	0.492419004441	0.00263690948487	0.	0.	0.49242591858	0.502222000001	0.00308	0.	0.	0.506515000001	0.502226114274	0.00307106971741	0.	0.	0.506515979767	2
2	1.	0	0	0	0	0	0	0	0	0	0	0.503207000001	0.002776	0.	0.	0.503215000001	0.503208875657	0.00277328491211	0.	0.	0.503216028214	0.513557000001	0.002807	0.	0.	0.518082000001	0.513560771943	0.0027973651886	0.	0.	0.518082141877	5
2	0.00977267898875	0	0	0	0	0	0	0	0	0	0	0.519573000001	0.00271900000001	0.	0.	0.519585000001	0.519624233246	0.00271368026734	0.	0.	0.519630908967	0.529558000001	0.00274800000001	0.	0.	0.533941000001	0.529611349106	0.00273823738099	0.	0.	0.533984899521	7
2	0.000383715129888	0	0	0	0	0	0	0	0	0	0	0.522362000001	1.1e-05	0.	0.	0.522371000001	0.522410154343	6.19888305665e-06	0.	0.	0.522417068482	0.532253000001	3.6e-05	0.	0.	0.536628000001	0.532303094864	2.19345092774e-05	0.	0.	0.536673069001	0
2	0.00348629039857	0	0	0	0	0	0	0	0	0	0	0.509548000001	0.002782	0.	0.	0.509559000001	0.509596824646	0.00278091430665	0.	0.	0.509603977204	0.519574000001	0.002813	0.	0.	0.523900000001	0.519623994828	0.00280570983887	0.	0.	0.523942947388	6
2	0.00285461167438	0	0	0	0	0	0	0	0	0	0	0.520307000001	0.00288200000001	0.	0.	0.520316000001	0.520354986191	0.00288081169129	0.	0.	0.52036190033	0.530392000001	0.00291200000001	0.	0.	0.534995000001	0.53044295311	0.0029034614563	0.	0.	0.535039901734	7
2	1.	0	0	0	0	0	0	0	0	0	0	0.499155000001	0.00299100000001	0.	0.	0.499163000001	0.499202013016	0.00299096107483	0.	0.	0.499207973481	0.509580000001	0.00302400000001	0.	0.	0.514072000001	0.509629964829	0.00301504135132	0.	0.	0.514116048813	3
2	1.	0	0	0	0	0	0	0	0	0	0	0.510915000001	0.00284000000001	0.	0.	0.510924000001	0.510963916779	0.00283908843995	0.	0.	0.510970115662	0.521214000001	0.00287200000001	0.	0.	0.525901000001	0.521265029908	0.00286388397217	0.	0.	0.525945901871	3
2	1.	0	0	0	0	0	0	0	0	0	0	0.514062000001	0.00265300000001	0.	0.	0.514073000001	0.514209032059	0.00265216827393	0.	0.	0.514216899872	0.525790000001	0.00268600000001	0.	0.	0.530400000001	0.525955200196	0.00267601013184	0.	0.	0.530558109284	4
2	1.	0	0	0	0	0	0	0	0	0	0	0.483725000001	0.001502	0.	0.	0.483733000001	0.483726024628	0.00149965286255	0.	0.	0.483732938767	0.490712000001	0.002053	0.	0.	0.495078000001	0.490715026856	0.00204420089722	0.	0.	0.495078086854	1
2	0.0056334651804	0	0	0	0	0	0	0	0	0	0	0.520061000001	0.00277700000001	0.	0.	0.520070000001	0.52006316185	0.00277543067933	0.	0.	0.520069837571	0.530334000001	0.00281200000001	0.	0.	0.534733000001	0.530338287354	0.0027985572815	0.	0.	0.534730672837	9
2	1.	0	0	0	0	0	0	0	0	0	0	0.516169000001	0.002975	0.	0.	0.516180000001	0.516170978547	0.00297522544861	0.	0.	0.516179084778	0.526203000001	0.003004	0.	0.	0.530580000001	0.52620792389	0.00299811363221	0.	0.	0.530579090119	7
2	0.0057273768614	0	0	0	0	0	0	0	0	0	0	0.545476000001	0.00296300000001	0.	0.	0.545486000001	0.545478105546	0.00296187400818	0.	0.	0.545486211777	0.555718000001	0.00299400000001	0.	0.	0.560352000001	0.555721044541	0.00298619270325	0.	0.	0.560352087021	9
2	0.00369609856263	0	0	0	0	0	0	0	0	0	0	0.520544000001	0.002825	0.	0.	0.520554000001	0.520546913147	0.00282263755799	0.	0.	0.520554065705	0.531203000001	0.002857	0.	0.	0.535821000001	0.531211137772	0.00284790992737	0.	0.	0.535820245743	7
2	1.	0	0	0	0	0	0	0	0	0	0	0.535368000001	0.002805	0.	0.	0.535379000001	0.535415887833	0.00280237197876	0.	0.	0.535424947739	0.545821000001	0.002836	0.	0.	0.550493000001	0.545869827271	0.00282764434815	0.	0.	0.550537824631	8
2	1.	0	0	0	0	0	0	0	0	0	0	0.530828000001	0.003018	0.	0.	0.530840000001	0.530957937241	0.00301599502564	0.	0.	0.530967950821	0.542479000001	0.003051	0.	0.	0.547157000001	0.542625188828	0.00303983688355	0.	0.	0.5472946167	9
2	1.	0	0	0	0	0	0	0	0	0	0	0.499452000001	0.002751	0.	0.	0.499460000001	0.499499082566	0.00275325775147	0.	0.	0.499506950379	0.509367000001	0.00278	0.	0.	0.513688000001	0.509416103364	0.00277733802796	0.	0.	0.51373410225	7
2	0.00225948388632	0	0	0	0	0	0	0	0	0	0	0.504356000001	0.002828	0.	0.	0.504364000001	0.504403114319	0.00282621383667	0.	0.	0.50440979004	0.514617000001	0.00286	0.	0.	0.519013000001	0.514666080475	0.00285077095032	0.	0.	0.519057750702	4
2	1.	0	0	0	0	0	0	0	0	0	0	0.518443000001	0.002781	0.	0.	0.518453000001	0.51849102974	0.00278306007386	0.	0.	0.518498897553	0.528401000001	0.002809	0.	0.	0.532694000001	0.528451919556	0.00280690193177	0.	0.	0.532738685608	7
2	0.0111011101111	0	0	0	0	0	0	0	0	0	0	0.510224000001	0.002752	0.	0.	0.510233000001	0.510225057602	0.00275206565857	0.	0.	0.510231971741	0.520531000001	0.002785	0.	0.	0.525079000001	0.52053308487	0.00277447700501	0.	0.	0.525075912476	9
2	0.016	0	0	0	0	0	0	0	0	0	0	0.500260000001	0.00266	0.	0.	0.500269000001	0.500262022019	0.00265908241272	0.	0.	0.500269174576	0.510765000001	0.002694	0.	0.	0.515394000001	0.510770082474	0.00268340110779	0.	0.	0.515391111374	3
2	0.0206185567011	0	0	0	0	0	0	0	0	0	0	0.503511000001	0.00285400000001	0.	0.	0.503519000001	0.503511190415	0.00285196304322	0.	0.	0.503519058228	0.513985000001	0.00288700000001	0.	0.	0.518655000001	0.513986110688	0.00287580490113	0.	0.	0.518654108048	5
2	1.	0	0	0	0	0	0	0	0	0	0	0.531451000001	0.00290400000001	0.	0.	0.531460000001	0.53164100647	0.00289988517762	0.	0.	0.531647920609	0.542049000001	0.00293400000001	0.	0.	0.546609000001	0.542250871659	0.00292468070984	0.	0.	0.546806097031	9
2	1.	0	0	0	0	0	0	0	0	0	0	0.500330000001	0.002706	0.	0.	0.500339000001	0.500331163407	0.00270462036133	0.	0.	0.500337839127	0.510244000001	0.002739	0.	0.	0.514529000001	0.510248422623	0.00272655487061	0.	0.	0.514526844025	6
2	1.	0	0	0	0	0	0	0	0	0	0	0.499692000001	0.00286500000001	0.	0.	0.499701000001	0.499739885331	0.00286436080933	0.	0.	0.499747037888	0.509675000001	0.002892	0.	0.	0.513989000001	0.509724855423	0.0028874874115	0.	0.	0.514034032822	5
2	0.00192604006164	0	0	0	0	0	0	0	0	0	0	0.503826000001	0.00276600000001	0.	0.	0.503834000001	0.503873825074	0.00276303291321	0.	0.	0.503880023957	0.513879000001	0.00279600000001	0.	0.	0.518204000001	0.51392698288	0.00278687477112	0.	0.	0.518245935441	5
2	0.00320179993078	0	0	0	0	0	0	0	0	0	0	0.519190000001	0.002822	0.	0.	0.519200000001	0.519237995148	0.00282096862793	0.	0.	0.519245147706	0.529627000001	0.002856	0.	0.	0.534235000001	0.52967786789	0.00284671783448	0.	0.	0.534277439118	7
2	1.	0	0	0	0	0	0	0	0	0	0	0.507527000001	0.004521	0.	0.	0.507536000001	0.507573843003	0.00452303886414	0.	0.	0.507581949235	0.517355000001	0.005001	0.	0.	0.521973000001	0.517403841019	0.00499987602234	0.	0.	0.522017002106	2
2	0.00190204469806	0	0	0	0	0	0	0	0	0	0	0.510852000001	0.00286700000001	0.	0.	0.510862000001	0.510899066926	0.00286531448365	0.	0.	0.510905981064	0.521593000001	0.00289800000001	0.	0.	0.526167000001	0.521641969681	0.00289011001587	0.	0.	0.526210069657	8
2	0.00662607449857	0	0	0	0	0	0	0	0	0	0	0.524526000001	0.002568	0.	0.	0.524538000001	0.524727106095	0.00256609916688	0.	0.	0.524734973908	0.536278000001	0.0026	0.	0.	0.540862000001	0.536494016648	0.00259327888489	0.	0.	0.541070938111	6
2	0.00512820512821	0	0	0	0	0	0	0	0	0	0	0.505423000001	0.002742	0.	0.	0.505432000001	0.505430936814	0.00273895263672	0.	0.	0.505437850953	0.515436000001	0.002771	0.	0.	0.519777000001	0.515487909318	0.00276255607605	0.	0.	0.519822835923	6
2	1.	0	0	0	0	0	0	0	0	0	0	0.486578000001	0.00144500000001	0.	0.	0.486587000001	0.48657989502	0.00144386291504	0.	0.	0.486586093903	0.493586000001	0.00199700000001	0.	0.	0.497921000001	0.493589639664	0.00199174880982	0.	0.	0.497917890549	1
2	0.00417277545957	0	0	0	0	0	0	0	0	0	0	0.521947000001	0.002959	0.	0.	0.521957000001	0.521950006485	0.00295495986939	0.	0.	0.521956920624	0.532610000001	0.002996	0.	0.	0.537267000001	0.532614946366	0.00297904014588	0.	0.	0.537262916565	8
2	0.00824742268042	0	0	0	0	0	0	0	0	0	0	0.513055000001	0.00313600000001	0.	0.	0.513064000001	0.513056993485	0.0031328201294	0.	0.	0.513062953949	0.523663000001	0.00316700000001	0.	0.	0.528398000001	0.523666858674	0.00315856933594	0.	0.	0.528397083283	6
2	1.	0	0	0	0	0	0	0	0	0	0	0.499239000001	0.002601	0.	0.	0.499248000001	0.499240875245	0.00259852409363	0.	0.	0.499248027802	0.509702000001	0.002634	0.	0.	0.514291000001	0.509706735611	0.00262522697449	0.	0.	0.514288902283	3
2	1.	0	0	0	0	0	0	0	0	0	0	0.513886000001	0.002704	0.	0.	0.513896000001	0.513888835907	0.00270009040833	0.	0.	0.513895988465	0.523887000001	0.002735	0.	0.	0.528226000001	0.523891687394	0.00272417068482	0.	0.	0.528223991395	8
2	1.	0	0	0	0	0	0	0	0	0	0	0.501451000001	0.00278000000001	0.	0.	0.501458000001	0.501451015473	0.00277853012085	0.	0.	0.50145816803	0.511540000001	0.00281100000001	0.	0.	0.516099000001	0.511541843415	0.00280022621155	0.	0.	0.516095161438	3
2	0.000926467719915	0	0	0	0	0	0	0	0	0	0	0.489430000001	0.002785	0.	0.	0.489438000001	0.489476919175	0.00277972221375	0.	0.	0.489483118058	0.499423000001	0.002816	0.	0.	0.503795000001	0.499472856522	0.00280332565308	0.	0.	0.50383925438	4
2	1.	0	0	0	0	0	0	0	0	0	0	0.500662000001	0.00287100000001	0.	0.	0.500671000001	0.500710010529	0.00286793708802	0.	0.	0.500716924668	0.510620000001	0.00290000000001	0.	0.	0.514938000001	0.51067185402	0.00289225578309	0.	0.	0.514981985093	4
2	1.	0	0	0	0	0	0	0	0	0	0	0.493201000001	0.002577	0.	0.	0.493442000001	0.493247032166	0.0025761127472	0.	0.	0.493488073349	0.503301000001	0.003013	0.	0.	0.507863000001	0.503350019455	0.00300431251526	0.	0.	0.507907152176	2
2	0.000383715129888	0	0	0	0	0	0	0	0	0	0	0.522503000001	1.1e-05	0.	0.	0.522512000001	0.522550106049	6.19888305665e-06	0.	0.	0.522558212281	0.532484000001	3.4e-05	0.	0.	0.536829000001	0.532533168793	2.19345092774e-05	0.	0.	0.536874055863	0
2	1.	0	0	0	0	0	0	0	0	0	0	0.493164000001	0.001384	0.	0.	0.493173000001	0.493211030961	0.00138211250306	0.	0.	0.493218183518	0.502842000001	0.001887	0.	0.	0.507465000001	0.502891063691	0.00188112258912	0.	0.	0.507508039475	2
2	0.00229095074456	0	0	0	0	0	0	0	0	0	0	0.516979000001	0.00293700000001	0.	0.	0.516989000001	0.517026901246	0.00293612480164	0.	0.	0.517034053803	0.527338000001	0.00297000000001	0.	0.	0.531883000001	0.527388811112	0.00296092033387	0.	0.	0.531927824021	7
2	1.	0	0	0	0	0	0	0	0	0	0	0.504596000001	0.00272400000001	0.	0.	0.504608000001	0.504726171494	0.00272107124329	0.	0.	0.504733800889	0.516276000001	0.00275700000001	0.	0.	0.520938000001	0.516422510148	0.00274348258973	0.	0.	0.521075963974	3
2	1.	0	0	0	0	0	0	0	0	0	0	0.503342000001	0.00269700000001	0.	0.	0.503350000001	0.503344058991	0.00269603729249	0.	0.	0.503350019455	0.513490000001	0.00273100000001	0.	0.	0.517817000001	0.513493061066	0.00272035598755	0.	0.	0.517816066742	4
2	1.	0	0	0	0	0	0	0	0	0	0	0.477288000001	0.00133700000001	0.	0.	0.477296000001	0.477290153504	0.00133323669434	0.	0.	0.477296829224	0.484289000001	0.00188700000001	0.	0.	0.488632000001	0.484290122986	0.0018813610077	0.	0.	0.488630771637	1
2	0.0371134020619	0	0	0	0	0	0	0	0	0	0	0.500409000001	0.002663	0.	0.	0.500418000001	0.500411987305	0.00266075134278	0.	0.	0.50041794777	0.510633000001	0.002697	0.	0.	0.515211000001	0.510637998581	0.0026867389679	0.	0.	0.51520895958	3
2	0.00405924300604	0	0	0	0	0	0	0	0	0	0	0.518456000001	0.00262300000001	0.	0.	0.518464000001	0.518457889557	0.00262379646302	0.	0.	0.518465042115	0.528794000001	0.00265300000001	0.	0.	0.533299000001	0.528800725937	0.0026490688324	0.	0.	0.533299207688	9
2	1.	0	0	0	0	0	0	0	0	0	0	0.535051000001	0.002875	0.	0.	0.535060000001	0.535091876984	0.00287175178528	0.	0.	0.535099983216	0.546055000001	0.00291	0.	0.	0.550647000001	0.546098709107	0.00289821624756	0.	0.	0.550686120987	9
2	1.	0	0	0	0	0	0	0	0	0	0	0.507816000001	0.00312100000001	0.	0.	0.507827000001	0.508012056351	0.00311708450318	0.	0.	0.508020162583	0.519442000001	0.00315300000001	0.	0.	0.524015000001	0.519654989243	0.00314211845398	0.	0.	0.524220943451	3
2	0.00915422885573	0	0	0	0	0	0	0	0	0	0	0.513723000001	0.002848	0.	0.	0.513732000001	0.513723850251	0.00284481048584	0.	0.	0.513731956482	0.523749000001	0.002876	0.	0.	0.528021000001	0.523751735688	0.00286841392518	0.	0.	0.528019189835	9
2	1.	0	0	0	0	0	0	0	0	0	0	0.487233000001	0.002734	0.	0.	0.487241000001	0.487279891968	0.00273060798646	0.	0.	0.487287044526	0.497148000001	0.002767	0.	0.	0.501517000001	0.497196912766	0.00275468826294	0.	0.	0.501562118531	4
2	0.00245367082069	0	0	0	0	0	0	0	0	0	0	0.511122000001	0.00287200000001	0.	0.	0.511131000001	0.511169910431	0.00286674499512	0.	0.	0.511177062989	0.521139000001	0.00290200000001	0.	0.	0.525450000001	0.5211892128	0.0028898715973	0.	0.	0.525493860245	9
2	1.	0	0	0	0	0	0	0	0	0	0	0.518247000001	0.002678	0.	0.	0.518258000001	0.518296003342	0.00267314910889	0.	0.	0.518303871155	0.528297000001	0.002706	0.	0.	0.532715000001	0.528347969056	0.0026969909668	0.	0.	0.532757997513	8
2	1.	0	0	0	0	0	0	0	0	0	0	0.498034000001	0.002701	0.	0.	0.498042000001	0.498080968857	0.00269913673401	0.	0.	0.498087882996	0.508019000001	0.002734	0.	0.	0.512373000001	0.508066892624	0.00272226333619	0.	0.	0.512418031693	3
2	1.	0	0	0	0	0	0	0	0	0	0	0.498777000001	0.002634	0.	0.	0.498786000001	0.498777866364	0.00263333320618	0.	0.	0.498784065247	0.509120000001	0.002664	0.	0.	0.513739000001	0.50912976265	0.00266075134278	0.	0.	0.513739824296	3
2	1.	0	0	0	0	0	0	0	0	0	0	0.500669000001	0.00132	0.	0.	0.500677000001	0.500670909882	0.00131797790528	0.	0.	0.500677108765	0.508144000001	0.001908	0.	0.	0.512857000001	0.508147001267	0.00189995765687	0.	0.	0.51285481453	1
2	0.00457629793278	0	0	0	0	0	0	0	0	0	0	0.518985000001	0.002771	0.	0.	0.518996000001	0.519143819809	0.00277185440064	0.	0.	0.519150972367	0.530716000001	0.002804	0.	0.	0.535311000001	0.53089261055	0.00279712677002	0.	0.	0.535480022431	6
2	1.	0	0	0	0	0	0	0	0	0	0	0.493049000001	0.00274	0.	0.	0.493058000001	0.493051052094	0.00273776054383	0.	0.	0.49305677414	0.503061000001	0.002772	0.	0.	0.507372000001	0.503065347672	0.00275993347168	0.	0.	0.507369518281	5
2	1.	0	0	0	0	0	0	0	0	0	0	0.494218000001	0.00548300000001	0.	0.	0.494227000001	0.494219064713	0.00548505783082	0.	0.	0.494225978852	0.502361000001	0.00577000000001	0.	0.	0.506669000001	0.502364158631	0.00576782226563	0.	0.	0.506666898728	2
2	0.00178651183565	0	0	0	0	0	0	0	0	0	0	0.498270000001	0.00259300000001	0.	0.	0.498278000001	0.498270988465	0.00259065628052	0.	0.	0.498277187348	0.508312000001	0.00262700000001	0.	0.	0.512645000001	0.508314847947	0.00261521339417	0.	0.	0.512642145157	5
2	1.	0	0	0	0	0	0	0	0	0	0	0.500427000001	0.002728	0.	0.	0.500436000001	0.500473976136	0.00272703170777	0.	0.	0.500480890275	0.510396000001	0.002759	0.	0.	0.514712000001	0.510447978974	0.00275111198426	0.	0.	0.514757156373	4
2	0.00899177348384	0	0	0	0	0	0	0	0	0	0	0.533090000001	0.00278500000001	0.	0.	0.533099000001	0.533138036728	0.00278186798096	0.	0.	0.533143997193	0.543645000001	0.00282000000001	0.	0.	0.548205000001	0.543694972992	0.0028076171875	0.	0.	0.548248052598	9
2	0.00249791840134	0	0	0	0	0	0	0	0	0	0	0.503694000001	0.002842	0.	0.	0.503702000001	0.503741025925	0.00284099578858	0.	0.	0.503748178483	0.514002000001	0.002871	0.	0.	0.518540000001	0.514050960541	0.00286579132081	0.	0.	0.518583059311	3
2	0.0042519861251	0	0	0	0	0	0	0	0	0	0	0.532270000001	0.00281700000001	0.	0.	0.532280000001	0.532387018204	0.00281715393067	0.	0.	0.532393932343	0.543991000001	0.00285100000001	0.	0.	0.548555000001	0.544123888016	0.00284147262574	0.	0.	0.548679828644	8
2	1.	0	0	0	0	0	0	0	0	0	0	0.483211000001	0.00267600000001	0.	0.	0.483219000001	0.483258962632	0.00267386436463	0.	0.	0.483265876771	0.493237000001	0.00270600000001	0.	0.	0.497540000001	0.493286132813	0.00269842147828	0.	0.	0.497584819794	3
2	1.	0	0	0	0	0	0	0	0	0	0	0.498054000001	0.002758	0.	0.	0.498062000001	0.498102903367	0.00275707244874	0.	0.	0.498110055924	0.507952000001	0.00279	0.	0.	0.512226000001	0.50800395012	0.00278019905091	0.	0.	0.512271881104	5
2	0.00330521996809	0	0	0	0	0	0	0	0	0	0	0.508843000001	0.00273000000001	0.	0.	0.508851000001	0.508844137192	0.00273108482361	0.	0.	0.508851051331	0.518880000001	0.00275900000001	0.	0.	0.523192000001	0.518891096116	0.002756357193	0.	0.	0.523236989975	6
2	1.	0	0	0	0	0	0	0	0	0	0	0.509009000001	0.00264100000001	0.	0.	0.509018000001	0.509011983872	0.00263690948487	0.	0.	0.509018182755	0.518948000001	0.00266800000001	0.	0.	0.523256000001	0.518951892853	0.00266122817994	0.	0.	0.52325296402	6
2	0.00229095074456	0	0	0	0	0	0	0	0	0	0	0.514794000001	0.002771	0.	0.	0.514804000001	0.514961957932	0.00276732444764	0.	0.	0.514969110489	0.526420000001	0.002803	0.	0.	0.531018000001	0.52660393715	0.00279116630555	0.	0.	0.531193971634	8
2	1.	0	0	0	0	0	0	0	0	0	0	0.503325000001	0.002601	0.	0.	0.503333000001	0.503325939179	0.0025978088379	0.	0.	0.503333091736	0.513613000001	0.003121	0.	0.	0.518349000001	0.513665914536	0.00310969352723	0.	0.	0.518347024918	2
