precision	_samples	_average _epoch total (real s)	_median _epoch total (real s)	_siqr _epoch total (real s)	_q_lower _epoch total (real s)	_q_upper _epoch total (real s)	_min _epoch total (real s)	_max _epoch total (real s)	_average _epoch total (s)	_median _epoch total (s)	_siqr _epoch total (s)	_q_lower _epoch total (s)	_q_upper _epoch total (s)	_min _epoch total (s)	_max _epoch total (s)	_average policy type=max_prob_output vars=s_bday-s_byear param=999/1	_median policy type=max_prob_output vars=s_bday-s_byear param=999/1	_siqr policy type=max_prob_output vars=s_bday-s_byear param=999/1	_q_lower policy type=max_prob_output vars=s_bday-s_byear param=999/1	_q_upper policy type=max_prob_output vars=s_bday-s_byear param=999/1	_min policy type=max_prob_output vars=s_bday-s_byear param=999/1	_max policy type=max_prob_output vars=s_bday-s_byear param=999/1
0	20	0.79726535081915	0.7281684875495	0.01255005598075	0.718958973885	0.7440590858465	0.711360931397	2.07212305069	0.657519650001	0.656020500001	0.00330149999999996	0.652925000001	0.659528000001	0.648492000001	0.683885000001	0.00141442715701	0.00141442715701	0	0.00141442715701	0.00141442715701	0.00141442715701	0.00141442715701
1	20	0.91342177391175	0.693357944489	0.02723121643075	0.6816740036015	0.736136436463	0.674995899201	2.28750085831	0.624735850001	0.622298500001	0.00356400000000001	0.618884500001	0.626012500001	0.613552000001	0.647708000001	1	1	0	1	1	1.	1.
2	20	0.75324126482075	0.6992789506915	0.0236316919327499	0.685188531876	0.7324519157415	0.672983169556	1.64075803757	0.621678200001	0.620507000001	0.00468849999999998	0.616731000001	0.626108000001	0.613470000001	0.633495000001	0.00141442715701	0.00141442715701	0	0.00141442715701	0.00141442715701	0.00141442715701	0.00141442715701
3	20	1.25244022607925	0.7466285228735	0.3969149589545	0.732313513756	1.526143431665	0.720731973649	3.99959516526	0.667201200001	0.661592500001	0.00866549999999999	0.658148500001	0.675479500001	0.650007000001	0.704062000001	0.00141442715701	0.00141442715701	0	0.00141442715701	0.00141442715701	0.00141442715701	0.00141442715701
4	20	1.12129300832935	0.7565604448325	0.307112753393	0.7375185489655	1.3517440557515	0.710171937943	2.82248997689	0.665700800001	0.663285500001	0.00736750000000003	0.657265500001	0.672000500001	0.649738000001	0.693929000001	0.00141442715701	0.00141442715701	0	0.00141442715701	0.00141442715701	0.00141442715701	0.00141442715701
5	20	1.0128882765778	0.736178517342	0.0228167176245	0.7208809852605	0.7665144205095	0.714735031128	4.35560894013	0.661837500001	0.657839000001	0.00542950000000003	0.654071000001	0.664930000001	0.651186000001	0.712565000001	0.00141442715701	0.00141442715701	0	0.00141442715701	0.00141442715701	0.00141442715701	0.00141442715701
6	20	1.0187084198011	0.733446478844	0.0248997211455	0.724331498147	0.774130940438	0.713750123978	2.7994761467	0.662265300001	0.656892500001	0.00625650000000005	0.654153500001	0.666666500001	0.648726000001	0.691107000001	0.00141442715701	0.00141442715701	0	0.00141442715701	0.00141442715701	0.00141442715701	0.00141442715701
7	20	1.0557351827635	0.739365458489	0.05667448043825	0.723956942559	0.8373059034355	0.717877864838	2.40758419037	0.663491050001	0.659092500001	0.00707675000000002	0.654356500001	0.668510000001	0.652299000001	0.686758000001	0.00141442715701	0.00141442715701	0	0.00141442715701	0.00141442715701	0.00141442715701	0.00141442715701
8	20	0.96415753364705	0.7352470159535	0.01456916332225	0.7236940860755	0.75283241272	0.715289831162	2.9031238556	0.660818300001	0.657308500001	0.00375674999999998	0.653166000001	0.660679500001	0.650188000001	0.690164000001	0.00141442715701	0.00141442715701	0	0.00141442715701	0.00141442715701	0.00141442715701	0.00141442715701
9	20	1.2285527110126	0.7540599107745	0.51293826103525	0.7299579381945	1.755834460265	0.712809801102	2.78429293633	0.667488100001	0.660876500001	0.01115425	0.658362000001	0.680670500001	0.649874000001	0.699851000001	0.00141442715701	0.00141442715701	0	0.00141442715701	0.00141442715701	0.00141442715701	0.00141442715701
