precision	_samples	_average _epoch total (real s)	_median _epoch total (real s)	_siqr _epoch total (real s)	_average _epoch total (s)	_median _epoch total (s)	_siqr _epoch total (s)	_average policy type=max_prob_output vars=s_bday-s_byear param=3602879701896397/72057594037927936	_median policy type=max_prob_output vars=s_bday-s_byear param=3602879701896397/72057594037927936	_siqr policy type=max_prob_output vars=s_bday-s_byear param=3602879701896397/72057594037927936
22	12	3.75504360596833	3.192599534995	0.8144535422325	1.27628675001	1.27854150001	0.00852900000000001	0.00141442715701	0.00141442715701	0
23	12	3.51516848803083	3.274241447455	0.5807800292975	1.27639583334333	1.27613450001	0.00525774999999995	0.00141442715701	0.00141442715701	0
24	12	3.88903228442417	3.49683296681	0.797521293165	1.28013258334333	1.27895400001	0.00624249999999993	0.00141442715701	0.00141442715701	0
25	12	3.082187195625	3.241483926775	1.0556972622875	1.26890458334333	1.27288250001	0.0181145	0.00141442715701	0.00141442715701	0
26	12	4.17892233531167	4.344184994705	0.9872714281075	1.28287350001	1.28484900001	0.0111745	0.00141442715701	0.00141442715701	0
27	12	3.99409876267667	3.90506756306	0.8309518098825	1.27898975001	1.28175800001	0.0125720000000001	0.00141442715701	0.00141442715701	0
28	12	3.89841554562667	3.580104351045	0.733195483685	1.28110441667667	1.28109500001	0.00516649999999996	0.00141442715701	0.00141442715701	0
29	12	3.74767094851	3.413029074675	0.4155189991	1.27657550001	1.27521750001	0.00841825000000007	0.00141442715701	0.00141442715701	0
30	12	3.7186286449475	3.537458419805	0.5323770046225	1.27818683334333	1.27937750001	0.00645075000000006	0.00141442715701	0.00141442715701	0
31	12	3.39657612642167	3.415414929395	1.2014992833125	1.28123141667667	1.28459300001	0.0182435	0.00141442715701	0.00141442715701	0
32	12	3.54057560365	3.326311469085	0.6971192955975	1.27447083334333	1.27867900001	0.0100089999999999	0.00141442715701	0.00141442715701	0
33	12	3.09295558929917	3.17721307278	0.92988795042	1.27158066667667	1.27299350001	0.0188612500000001	0.00141442715701	0.00141442715701	0
34	12	4.29323269924167	4.218498110775	1.2682434916525	1.28240300001	1.28924600001	0.01260675	0.00141442715701	0.00141442715701	0
35	12	2.63228847583667	3.19762396813	0.944541454315	1.27268725001	1.27439300001	0.0168880000000001	0.00141442715701	0.00141442715701	0
36	12	3.22405896584667	3.219113945965	0.9214512109775	1.26992991667667	1.27513550001	0.013904	0.00141442715701	0.00141442715701	0
37	12	4.35714425643833	4.054908990865	1.462847530845	1.28844266667667	1.28944100001	0.00942299999999996	0.00141442715701	0.00141442715701	0
38	12	4.2026995221825	4.113185048105	0.867647230625	1.28323708334333	1.28482850001	0.00684424999999989	0.00141442715701	0.00141442715701	0
39	12	3.6476138432875	3.368862032895	0.908033668995	1.27598208334333	1.27522150001	0.0142334999999999	0.00141442715701	0.00141442715701	0
40	12	3.97842514515417	3.998600959785	0.57560825348	1.28419075001	1.28450650001	0.00874275000000002	0.00141442715701	0.00141442715701	0
