precision	_samples	_average _epoch total (real s)	_median _epoch total (real s)	_siqr _epoch total (real s)	_average _epoch total (s)	_median _epoch total (s)	_siqr _epoch total (s)	_average policy type=max_prob_output vars=s_bday-s_byear param=1/20	_median policy type=max_prob_output vars=s_bday-s_byear param=1/20	_siqr policy type=max_prob_output vars=s_bday-s_byear param=1/20
21	12	3.88222976526083	3.56240999699	0.7762773036975	1.28502983334333	1.28566750001	0.00851325000000003	0.00386100386101	0.00386100386101	0
22	12	3.64398239056833	3.58309602738	0.8769580125825	1.27727091667667	1.28129900001	0.007884	0.00386100386101	0.00386100386101	0
23	12	3.4856801629125	3.270040035255	0.57789552212	1.27717683334333	1.27578000001	0.00934524999999997	0.00386100386101	0.00386100386101	0
24	12	4.00217084090417	3.97788250447	0.7563099861125	1.28093858334333	1.28335850001	0.00718724999999998	0.00386100386101	0.00386100386101	0
25	12	3.67922884226333	3.418862938885	0.7883673310275	1.28056283334333	1.28273500001	0.00851624999999989	0.00386100386101	0.00386100386101	0
26	12	4.41566457351583	4.338822960855	1.111522257325	1.28412525001	1.28185500001	0.01244325	0.00386100386101	0.00386100386101	0
27	12	3.91021184126917	4.11181509495	0.6907787323	1.27856925001	1.28032050001	0.00409150000000014	0.00386100386101	0.00386100386101	0
28	12	4.046514054145	3.96219801903	1.1897212862975	1.28200208334333	1.28636300001	0.0135945	0.00386100386101	0.00386100386101	0
29	12	4.10571746031917	4.04663193226	0.9628757834425	1.27948408334333	1.28065400001	0.016518	0.00386100386101	0.00386100386101	0
30	12	4.244211316115	3.803607463845	0.953917980195	1.28390108334333	1.28274150001	0.0057727500000001	0.00386100386101	0.00386100386101	0
31	12	3.4021519025225	3.27630245686	0.43463498354	1.27683383334333	1.28150750001	0.00495849999999998	0.00386100386101	0.00386100386101	0
32	12	3.55293844144083	3.290633082395	0.9619657993325	1.27469933334333	1.27346650001	0.01072925	0.00386100386101	0.00386100386101	0
33	12	4.08702697357	3.97066211701	0.8577409982675	1.27848525001	1.28183550001	0.00792700000000002	0.00386100386101	0.00386100386101	0
34	12	3.3773607413025	3.475248575215	0.3691939711575	1.27392458334333	1.27351850001	0.00916250000000007	0.00386100386101	0.00386100386101	0
35	12	3.38273163636917	3.485448837285	0.3613017201425	1.27907975001	1.27958750001	0.00540750000000001	0.00386100386101	0.00386100386101	0
36	12	3.4950597683625	3.12418806553	0.5496087670325	1.27423966667667	1.27780300001	0.00940400000000008	0.00386100386101	0.00386100386101	0
37	12	4.22328108549583	4.140864491465	1.1825148463225	1.28056883334333	1.28072300001	0.01633875	0.00386100386101	0.00386100386101	0
38	12	3.92931095759583	3.606955051425	0.8226185441	1.28150208334333	1.28119700001	0.0115144999999999	0.00386100386101	0.00386100386101	0
39	12	3.62577591340333	3.512651920325	0.6324377655975	1.27519833334333	1.27424750001	0.01051325	0.00386100386101	0.00386100386101	0
40	12	3.3210041324325	3.191565513615	0.4755982756625	1.27627691667667	1.27824100001	0.00854699999999997	0.00386100386101	0.00386100386101	0
