precision	_samples	_average _epoch total (real s)	_median _epoch total (real s)	_siqr _epoch total (real s)	_average _epoch total (s)	_median _epoch total (s)	_siqr _epoch total (s)	_average policy type=max_prob_output vars=s_bday-s_byear param=1/20	_median policy type=max_prob_output vars=s_bday-s_byear param=1/20	_siqr policy type=max_prob_output vars=s_bday-s_byear param=1/20
0	12	3.77285561959667	3.832590103155	1.21806049347	1.28308466667667	1.28594650001	0.01141325	0.00386100386101	0.00386100386101	0
1	12	2.38027459383417	2.265074491505	0.7770597934725	1.00450525000625	1.00583350001	0.0100875000045001	1	1	0
2	12	2.54325983922167	2.632910966875	0.4556537866575	1.00713366667367	1.01008550001	0.00917075000449996	0.00386100386101	0.00386100386101	0
3	12	3.53432438771333	3.23733055592	0.5258395075775	1.27909883334333	1.28040150001	0.00850799999999996	0.00386100386101	0.00386100386101	0
4	12	3.31691424052333	3.324220538145	0.9745684862125	1.27481608334333	1.27951500001	0.0122925	0.00386100386101	0.00386100386101	0
5	12	3.20436994235333	3.312980055815	1.003923535345	1.26931625001	1.26879050001	0.0168889999999999	0.00386100386101	0.00386100386101	0
6	12	3.5426055987725	3.56529164315	0.79651468992	1.27658208334333	1.28227150001	0.0115770000000001	0.00386100386101	0.00386100386101	0
7	12	3.67810314894083	3.328604459765	0.7414345145225	1.27813208334333	1.27673400001	0.01046725	0.00386100386101	0.00386100386101	0
8	12	3.7446699341175	3.625573515895	0.6955781579	1.28408733334333	1.28439000001	0.00929774999999999	0.00386100386101	0.00386100386101	0
9	12	3.91730668148	3.90311014653	1.049521565435	1.28521300001	1.28260250001	0.0125157500000002	0.00386100386101	0.00386100386101	0
10	12	3.97819999854333	3.922467589385	0.8905924558625	1.29233566667667	1.28902250001	0.01075125	0.00386100386101	0.00386100386101	0
11	12	3.81859860818083	3.52442204953	0.914704203605	1.27860500001	1.27840800001	0.00900800000000002	0.00386100386101	0.00386100386101	0
12	12	4.036906023825	4.19329607487	0.5839065313375	1.28846666667667	1.28970500001	0.00869724999999999	0.00386100386101	0.00386100386101	0
13	12	3.6543768644375	3.47130250931	0.5030469894425	1.27814025001	1.27921050001	0.00677749999999988	0.00386100386101	0.00386100386101	0
14	12	3.630013585095	3.522730350495	0.7481883168225	1.27931533334333	1.28179750001	0.00915349999999993	0.00386100386101	0.00386100386101	0
15	12	4.14364969731083	3.94694650174	1.20867407322	1.28368300001	1.28512100001	0.0134570000000001	0.00386100386101	0.00386100386101	0
16	12	3.93977373838917	3.7397094965	1.23561644554	1.27777116667667	1.28361000001	0.01242075	0.00386100386101	0.00386100386101	0
17	12	4.42062050104667	3.827538013465	0.960101008415	1.28511791667667	1.27984650001	0.01125325	0.00386100386101	0.00386100386101	0
18	12	3.73361315330333	3.696569442755	0.426648676395	1.27852700001	1.27793350001	0.00572574999999997	0.00386100386101	0.00386100386101	0
19	12	3.70815926790583	3.65083956719	0.5705760717375	1.27783800001	1.27755850001	0.010339	0.00386100386101	0.00386100386101	0
20	12	3.41382851203667	3.551299452785	0.97337782383	1.27631141667667	1.27986700001	0.0196310000000001	0.00386100386101	0.00386100386101	0
