policy_on	_samples	_average max_belief_float	_median max_belief_float	_siqr max_belief_float	_q_lower max_belief_float	_q_upper max_belief_float	_min max_belief_float	_max max_belief_float
P_1-P_2	100	0.15881172	0.15625	0	0.15625	0.15625	0.137932	0.250000
