policy_on	who_checks	over_whom	secret_value	max_belief	max_belief_float	on_output
P_1-P_2	P_1	P_2	[P_2.x=89]	5/32	0.156250	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=90]	5/32	0.156250	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=91]	5/32	0.156250	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=92]	5/32	0.156250	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=93]	5/32	0.156250	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=94]	5/32	0.156250	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=95]	10/63	0.158731	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=96]	1/6	0.166667	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=97]	2/11	0.181819	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=98]	3/16	0.187500	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=99]	8/39	0.205129	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=100]	1/4	0.250000	[similar=1]
