policy_on	_samples	_average max_belief_float	_median max_belief_float	_siqr max_belief_float	_q_lower max_belief_float	_q_upper max_belief_float	_min max_belief_float	_max max_belief_float
P_1-P_2	91	0.29109710989011	0.294624	0.094626	0.193828	0.38308	0.021978	0.813529
