policy_on	who_checks	over_whom	secret_value	max_belief	max_belief_float	on_output
P_1-P_2	P_1	P_2	[P_2.worth=80]	2647/14077	0.188038	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=81]	2683/14113	0.190109	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=82]	2719/14149	0.192170	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=83]	551/2837	0.194220	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=84]	2791/14221	0.196260	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=85]	2827/14257	0.198289	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=86]	2863/14293	0.200308	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=87]	2899/14329	0.202317	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=88]	587/2873	0.204317	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=89]	2971/14401	0.206306	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=90]	3007/14437	0.208285	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=91]	3043/14473	0.210254	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=92]	3079/14509	0.212214	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=93]	623/2909	0.214163	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=94]	3151/14581	0.216104	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=95]	3187/14617	0.218034	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=96]	3223/14653	0.219955	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=97]	3259/14689	0.221867	[who_richer=0]
P_1-P_2	P_1	P_2	[P_2.worth=98]	3331/14725	0.226214	[who_richer=1]
P_1-P_2	P_1	P_2	[P_2.worth=99]	3331/11521	0.289125	[who_richer=1]
P_1-P_2	P_1	P_2	[P_2.worth=100]	3367/14797	0.227547	[who_richer=0]
