policy_on	who_checks	over_whom	secret_value	max_belief	max_belief_float	on_output
P_2-P_3	P_2	P_3	[P_3.x=22]	30/1391	0.021568	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=23]	45/2093	0.021501	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=24]	3/140	0.021429	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=25]	6/281	0.021353	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=26]	90/4231	0.021272	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=27]	5/236	0.021187	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=28]	5/237	0.021098	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=29]	18/857	0.021004	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=30]	6/287	0.020906	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=31]	15/721	0.020805	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=32]	45/2174	0.020700	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=33]	30/1457	0.020591	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=34]	6/293	0.020478	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=35]	9/442	0.020362	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=36]	5/247	0.020243	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=37]	10/497	0.020121	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=38]	90/4501	0.019996	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=39]	3/151	0.019868	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=40]	3/152	0.019737	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=41]	90/4591	0.019604	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=42]	30/1541	0.019468	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=43]	15/776	0.019330	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=44]	9/469	0.019190	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=45]	2/105	0.019048	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=46]	10/529	0.018904	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=47]	45/2399	0.018758	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=48]	15/806	0.018611	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=49]	6/325	0.018462	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=50]	18/983	0.018312	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=51]	15/826	0.018160	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=52]	15/833	0.018008	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=53]	90/5041	0.017854	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=54]	2/113	0.017700	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=55]	1/57	0.017544	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=56]	45/2588	0.017388	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=57]	30/1741	0.017232	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=58]	30/1757	0.017075	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=59]	9/532	0.016918	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=60]	3/179	0.016760	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=61]	30/1807	0.016603	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=62]	90/5473	0.016445	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=63]	5/307	0.016287	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=64]	1/62	0.016130	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=65]	18/1127	0.015972	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=66]	30/1897	0.015815	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=67]	15/958	0.015658	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=68]	45/2903	0.015502	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=69]	6/391	0.015346	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=70]	6/395	0.015190	[out=0]
P_2-P_3	P_2	P_3	[P_3.x=71]	45/2993	0.015036	[out=0]
