policy_on	who_checks	over_whom	secret_value	max_belief	max_belief_float	on_output
P_1-P_2	P_1	P_2	[P_2.x=48]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=49]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=50]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=51]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=52]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=53]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=54]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=55]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=56]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=57]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=58]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=59]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=60]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=61]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=62]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=63]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=64]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=65]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=66]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=67]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=68]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=69]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=70]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=71]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=72]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=73]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=74]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=75]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=76]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=77]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=78]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=79]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=80]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=81]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=82]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=83]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=84]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=85]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=86]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=87]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=88]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=89]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=90]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=91]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=92]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=93]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=94]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=95]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=96]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=97]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=98]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=99]	1/1	1.000000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=100]	1/1	1.000000	[similar=1]
